日期时间,代码,中文名称,英文名称,交易类型,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,买一,卖一
2026/02/03 16:08:24,06996,德琪医药－Ｂ,ANTENGENE-B,,3.28,0.03,0.92308,3.25,3.25,3.29,3.19,2225077,7203322,3.26,3.28
2026/02/03 16:08:24,06998,嘉和生物,GENOR,,2.59,0.1,4.01606,2.49,2.54,2.6,2.5,2379000,6053760,2.55,2.59
2026/02/03 16:08:24,06999,领地控股,LEADING HLDGS,,0.117,0.0,0.0,0.117,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,07618,京东工业,JD INDUSTRIALS,,12.37,0.26,2.14699,12.11,12.01,12.43,12.01,162000,1990829,12.28,12.38
2026/02/03 16:08:18,08003,世大控股,GREAT WORLD,,0.155,0.0,0.0,0.155,0.0,0.0,0.0,0,0,0.138,0.155
2026/02/03 16:08:18,08005,裕兴科技,YUXING INFOTECH,,0.08,0.001,1.26582,0.079,0.079,0.08,0.079,286000,22680,0.076,0.09
2026/02/03 16:08:18,08006,华泰瑞银,SINO SPLENDID,,0.132,-0.001,-0.75188,0.133,0.125,0.132,0.122,112500,14167,0.124,0.133
2026/02/03 16:08:18,08007,环球战略集团,GLOBALSTRAT,,0.29,-0.005,-1.69492,0.295,0.28,0.325,0.28,170000,48900,0.28,0.295
2026/02/03 16:08:18,08013,ECI TECH,ECI TECH,,0.053,0.0,0.0,0.053,0.0,0.0,0.0,0,0,0.05,0.058
2026/02/03 16:08:18,08017,捷利交易宝,TRADEGO,,1.32,0.04,3.125,1.28,1.32,1.33,1.28,4024000,5239880,1.3,1.31
2026/02/03 16:08:18,08018,汇财金融投资,FINSOFT FIN,,0.07,0.02,40.0,0.05,0.05,0.099,0.05,67554650,4779096,0.067,0.072
2026/02/03 16:08:18,08019,皓文控股,HAO WEN HLDGS,,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0,0,0.0,0.193
2026/02/03 16:08:18,08020,宏海控股集团,UNITAS HOLD,,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0,0,0.019,0.021
2026/02/03 16:08:18,08021,汇隆控股,WLS HOLDINGS,,0.01,0.0,0.0,0.01,0.01,0.01,0.01,16120000,161200,0.01,0.01
2026/02/03 16:08:18,08023,邝文记,KWONG MAN KEE,,0.345,0.0,0.0,0.345,0.0,0.0,0.0,0,0,0.29,0.36
2026/02/03 16:08:18,08026,朗华国际集团,CB GLOBAL,,0.385,0.005,1.31579,0.38,0.38,0.425,0.33,40000,15175,0.335,0.385
2026/02/03 16:08:18,08027,吉辉控股,KPM HOLDING,,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0,0,0.1,0.135
2026/02/03 16:08:18,08028,天时资源,TIMELESS,,0.26,0.0,0.0,0.26,0.0,0.0,0.0,6000,1380,0.26,0.335
2026/02/03 16:08:18,08029,帝国金融集团,IMPERIUM FIN GP,,1.23,-0.05,-3.90625,1.28,1.19,1.26,1.19,215000,258950,1.2,1.24
2026/02/03 16:08:18,08030,丰银禾控股,FENGYINHE,,6.84,-0.3,-4.20168,7.14,7.0,7.05,6.44,1639000,11132100,6.8,6.91
2026/02/03 16:08:18,08031,易通讯集团,ETS GROUP,,0.52,-0.05,-8.77193,0.57,0.52,0.55,0.5,374000,192300,0.51,0.53
2026/02/03 16:08:18,08033,爱达利网络,VODATEL NETWORK,,0.118,0.004,3.50877,0.114,0.115,0.115,0.114,500000,57284,0.118,0.127
2026/02/03 16:08:18,08035,骏高控股,JANCO HOLDINGS,,0.06,0.008,15.38461,0.052,0.057,0.062,0.057,510000,30550,0.055,0.061
2026/02/03 16:08:18,08036,电子交易集团,EBROKER GROUP,,0.021,-0.003,-12.5,0.024,0.023,0.023,0.02,25480000,549230,0.021,0.022
2026/02/03 16:08:18,08037,中国生物科技服务,CH BIOTECH SER,,0.79,0.0,0.0,0.79,0.76,0.79,0.75,325000,245550,0.76,0.79
2026/02/03 16:08:18,08039,中国来骑哦,CHINA COME RIDE,,0.151,0.0,-1e-05,0.151,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08040,快意智能,COOLPOINT INNO,,0.41,0.0,0.0,0.41,0.415,0.415,0.395,25000,10100,0.41,0.415
2026/02/03 16:08:18,08041,中微智码,INTELLIMARK AI,,0.72,-0.04,-5.26315,0.76,0.76,0.76,0.72,740000,545200,0.72,0.74
2026/02/03 16:08:18,08042,高奥士国际,KOS INTL,,0.058,-0.003,-4.91804,0.061,0.061,0.061,0.057,430000,24960,0.057,0.058
2026/02/03 16:08:18,08043,ATLINKS,ATLINKS,,0.177,0.001,0.56818,0.176,0.0,0.0,0.0,10000,1830,0.177,0.189
2026/02/03 16:08:18,08047,中国海洋发展,CHINA OCEAN GP,,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08048,御德国际控股,YU TAK INT'L,,0.018,0.0,0.0,0.018,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08049,吉林长龙药业,JILIN CHANGLONG,,2.04,0.0,0.0,2.04,2.04,2.04,2.04,4000,8160,2.04,2.08
2026/02/03 16:08:18,08050,城市酷选,CITY COOLXUAN,,1.53,0.0,0.0,1.53,0.0,0.0,0.0,0,0,1.53,0.0
2026/02/03 16:08:18,08051,讯智海,CIRCUTECH,,2.94,0.0,0.0,2.94,0.0,0.0,0.0,0,0,2.69,3.0
2026/02/03 16:08:18,08052,陆庆娱乐,LUK HING ENT,,0.065,0.02,44.44444,0.045,0.045,0.106,0.045,22161000,1598776,0.058,0.065
2026/02/03 16:08:18,08056,生活概念,LIFE CONCEPTS,,0.138,0.014,11.29032,0.124,0.121,0.138,0.12,300000,36290,0.116,0.144
2026/02/03 16:08:18,08057,麦迪森控股,MADISON HLDG,,0.069,0.0,0.0,0.069,0.071,0.071,0.071,4000,284,0.053,0.069
2026/02/03 16:08:18,08059,朝威控股,GLORY FLAME,,0.052,0.022,73.33334,0.03,0.029,0.068,0.026,37865000,1721460,0.052,0.053
2026/02/03 16:08:18,08060,国联通信,GLOBAL LINK,,0.091,0.0,0.0,0.091,0.091,0.091,0.091,100000,9100,0.086,0.091
2026/02/03 16:08:18,08062,俊盟国际,EFT SOLUTIONS,,0.197,0.0,0.0,0.197,0.0,0.0,0.0,5000,985,0.195,0.204
2026/02/03 16:08:18,08063,环球大通集团,GLOBAL M HLDG,,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08065,高萌科技,KML TECH,,0.118,-0.001,-0.84034,0.119,0.115,0.118,0.115,105000,12375,0.118,0.12
2026/02/03 16:08:18,08066,品创控股,PHOENITRON HOLD,,0.34,-0.01,-2.85714,0.35,0.35,0.35,0.33,50000,17325,0.33,0.335
2026/02/03 16:08:18,08067,东方大学城控股,OUC HOLDINGS,,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0.27,0.3
2026/02/03 16:08:18,08069,飞道旅游科技,FLYDOO TECH,,0.034,-0.004,-10.52631,0.038,0.036,0.039,0.033,6805000,229420,0.034,0.035
2026/02/03 16:08:18,08070,侨洋国际控股,KEEN OCEAN,,0.7,0.01,1.44927,0.69,0.7,0.71,0.7,20000,14150,0.6,0.7
2026/02/03 16:08:18,08071,中彩网通控股,CH NETCOMTECH,,0.024,0.002,9.09091,0.022,0.023,0.027,0.023,3600000,89095,0.024,0.025
2026/02/03 16:08:18,08072,罗马元宇宙集团,ROMA META GROUP,,0.45,-0.025,-5.26316,0.475,0.445,0.45,0.43,1360000,605200,0.43,0.46
2026/02/03 16:08:18,08073,水发兴业新材料,SFSY NEW MAT,,0.221,0.01,4.73934,0.211,0.0,0.0,0.0,0,0,0.221,0.235
2026/02/03 16:08:18,08076,新利软件,SING LEE,,0.036,-0.003,-7.69231,0.039,0.039,0.039,0.033,4955000,169125,0.033,0.036
2026/02/03 16:08:18,08079,仍志集团控股,WISDOMCOME GP,,0.44,0.015,3.52941,0.425,0.44,0.44,0.44,10175,4468,0.41,0.47
2026/02/03 16:08:18,08080,北亚策略,NAS HOLDINGS,,0.55,0.02,3.77359,0.53,0.54,0.55,0.54,60000,32600,0.495,0.55
2026/02/03 16:08:18,08081,恒泰裕集团,HANG TAI YUE GP,,0.02,0.0,0.0,0.02,0.02,0.02,0.019,130000,2590,0.019,0.02
2026/02/03 16:08:18,08082,擎华控股,QINGHUA HOLD,,0.036,0.001,2.85714,0.035,0.037,0.038,0.033,24760000,853090,0.035,0.037
2026/02/03 16:08:18,08083,有赞,YOUZAN,,0.14,-0.001,-0.70922,0.141,0.141,0.143,0.136,50138000,6981878,0.138,0.14
2026/02/03 16:08:18,08087,中国三三传媒,CHINA 33MEDIA,,6.0,0.0,0.0,6.0,6.0,6.0,6.0,30000,180000,5.8,6.0
2026/02/03 16:08:18,08091,奥传思维控股,OOH HOLDINGS,,0.036,0.0,0.0,0.036,0.0,0.0,0.0,0,0,0.033,0.039
2026/02/03 16:08:18,08092,ITE HOLDINGS,ITE HOLDINGS,,0.045,0.016,55.17242,0.029,0.029,0.058,0.029,151264000,6475512,0.044,0.045
2026/02/03 16:08:18,08093,瓦普思瑞元宇宙,WEB3 META,,2.98,0.18,6.42857,2.8,3.08,3.33,2.98,54000,165720,2.65,3.0
2026/02/03 16:08:18,08095,北大青鸟环宇,BEIDA JADE BIRD,,1.2,0.02,1.69492,1.18,1.2,1.23,1.16,1179000,1403350,1.18,1.2
2026/02/03 16:08:18,08096,赏之味,TASTY CONCEPTS,,0.128,0.0,1e-05,0.128,0.0,0.0,0.0,0,0,0.126,0.134
2026/02/03 16:08:18,08098,昌利控股,CL GROUP,,0.043,0.0,0.0,0.043,0.0,0.0,0.0,0,0,0.041,0.047
2026/02/03 16:08:18,08100,名科国际,FAMOUS TECH INT,,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.36,0.42
2026/02/03 16:08:18,08103,ＨＭＶＯＤ视频,HMVOD,,0.165,0.006,3.77359,0.159,0.159,0.3,0.152,4366500,916105,0.162,0.165
2026/02/03 16:08:18,08106,芯化兰德,XINHUA LANDE,,0.295,-0.01,-3.27869,0.305,0.3,0.3,0.27,490000,140850,0.295,0.3
2026/02/03 16:08:18,08107,细叶榕科技,FICUS TECH,,0.175,0.0,0.0,0.175,0.17,0.175,0.17,60000,10225,0.165,0.175
2026/02/03 16:08:18,08111,中国科技产业集团,CT IND GROUP,,0.068,0.0,1e-05,0.068,0.0,0.0,0.0,0,0,0.066,0.072
2026/02/03 16:08:18,08112,基石金融,CORNERSTONE FIN,,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0,0,0.111,0.129
2026/02/03 16:08:18,08113,时腾科技,V&V TECH,,0.41,0.01,2.5,0.4,0.0,0.0,0.0,0,0,0.41,0.54
2026/02/03 16:08:18,08115,上海青浦消防,SHANGHAI QINGPU,,5.8,-0.1,-1.69491,5.9,5.9,5.98,5.6,132000,760160,5.65,5.98
2026/02/03 16:08:18,08117,中国基础能源,CHI P ENERGY,,0.118,-0.002,-1.66667,0.12,0.0,0.0,0.0,2000,216,0.095,0.118
2026/02/03 16:08:18,08118,濠亮环球,BORTEX GLOBAL,,0.112,-0.005,-4.2735,0.117,0.115,0.115,0.112,24000,2736,0.109,0.118
2026/02/03 16:08:18,08120,国农金融投资,CH DEMETER FIN,,0.445,-0.05,-10.10101,0.495,0.485,0.485,0.43,235000,112475,0.435,0.445
2026/02/03 16:08:18,08121,国恩控股,GUOEN HOLDINGS,,0.91,-0.02,-2.15054,0.93,0.87,0.91,0.87,20000,17800,0.87,1.0
2026/02/03 16:08:18,08123,华亿金控,SINOFORTUNE FIN,,0.01,0.0,0.0,0.01,0.01,0.01,0.01,6000,60,0.01,0.01
2026/02/03 16:08:18,08125,中新控股,CHINA NEW HLDGS,,0.78,0.0,0.0,0.78,0.78,0.78,0.75,168000,127760,0.76,0.79
2026/02/03 16:08:18,08126,Ｇ．Ａ．控股,G. A. HOLDINGS,,0.038,0.0,0.0,0.038,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08128,中国恒有源集团,CHYY GP,,0.04,0.001,2.5641,0.039,0.039,0.04,0.039,200000,7960,0.038,0.04
2026/02/03 16:08:18,08130,大地国际集团,DADI INTL GROUP,,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08131,辰罡科技,ABC MULTIACTIVE,,0.073,0.002,2.8169,0.071,0.072,0.073,0.072,100000,7220,0.073,0.081
2026/02/03 16:08:18,08132,百能国际能源,CENTURY EN INTL,,0.089,-0.008,-8.24742,0.097,0.097,0.097,0.088,635000,59845,0.088,0.097
2026/02/03 16:08:18,08133,吉盛集团控股,JISHENG GP HLDG,,0.375,0.0,0.0,0.375,0.0,0.0,0.0,0,0,0.345,0.4
2026/02/03 16:08:18,08136,英马斯集团,IMS GROUP,,0.048,-0.001,-2.04082,0.049,0.049,0.05,0.046,630000,30600,0.045,0.048
2026/02/03 16:08:18,08137,洪桥集团,HONBRIDGE,,0.445,0.015,3.48837,0.43,0.43,0.47,0.43,612000,268290,0.44,0.445
2026/02/03 16:08:18,08139,长安仁恒,CHANGAN RH,,1.36,0.0,0.0,1.36,0.0,0.0,0.0,0,0,1.27,1.36
2026/02/03 16:08:18,08140,人和科技,BOSATECH,,0.149,0.0,0.0,0.149,0.0,0.0,0.0,0,0,0.139,0.149
2026/02/03 16:08:18,08143,金威医疗,GF HEALTHCARE,,0.16,-0.012,-6.97675,0.172,0.161,0.161,0.16,20000,3210,0.142,0.172
2026/02/03 16:08:18,08146,怡园酒业,GRACEWINE,,0.88,-0.03,-3.2967,0.91,0.95,0.95,0.88,1120000,1015000,0.88,0.91
2026/02/03 16:08:18,08147,汇思太平洋,MILLENNIUM PG,,0.7,-0.01,-1.40845,0.71,0.72,0.72,0.63,336000,229040,0.64,0.7
2026/02/03 16:08:18,08148,悟喜生活,WUXI LIFE,,4.0,-0.03,-0.74442,4.03,4.01,4.01,4.0,40000,160200,4.0,4.01
2026/02/03 16:08:18,08149,浩德控股,ALTUS HLDGS,,0.138,0.029,26.6055,0.109,0.116,0.14,0.116,1890000,231160,0.125,0.138
2026/02/03 16:08:18,08152,明梁控股,M&L HOLDINGS,,0.088,0.001,1.14943,0.087,0.088,0.088,0.088,70000,6160,0.07,0.095
2026/02/03 16:08:18,08153,嘉鼎国际集团,JIADING INTL GP,,0.84,-0.03,-3.44828,0.87,0.83,0.85,0.8,151201,124110,0.8,0.84
2026/02/03 16:08:18,08156,国药科技股份,SINOPHARM TECH,,0.3,0.02,7.14286,0.28,0.295,0.32,0.295,100000,30150,0.275,0.3
2026/02/03 16:08:18,08158,中国再生医学,CRMI,,0.385,0.0,0.0,0.385,0.0,0.0,0.0,0,0,0.365,0.43
2026/02/03 16:08:18,08159,新华联合投资,CU VENTURE INV,,0.087,0.0,0.0,0.087,0.0,0.0,0.0,0,0,0.085,0.087
2026/02/03 16:08:18,08160,GOLDWAY EDU,GOLDWAY EDU,,0.59,0.175,42.16867,0.415,0.43,0.6,0.43,1694880,925884,0.58,0.63
2026/02/03 16:08:18,08161,医汇集团,MEDINET GROUP,,0.49,-0.04,-7.54717,0.53,0.485,0.485,0.485,10000,4820,0.49,0.0
2026/02/03 16:08:18,08162,港银控股,LOCO HK,,0.485,0.005,1.04167,0.48,0.49,0.49,0.48,400000,192350,0.41,0.485
2026/02/03 16:08:18,08163,声扬集团,NOIZ GROUP,,0.102,0.0,0.0,0.102,0.0,0.0,0.0,0,0,0.1,0.103
2026/02/03 16:08:18,08168,宝积资本,AMASSE CAPITAL,,0.148,-0.01,-6.32911,0.158,0.16,0.161,0.148,9660732,1480778,0.148,0.157
2026/02/03 16:08:18,08169,环康集团,ECO-TEK HLDGS,,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0,0,0.036,0.041
2026/02/03 16:08:18,08172,拉近网娱,LAJIN ENT,,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08173,客思控股,HEPHAESTUS HLDG,,0.115,0.0,0.0,0.115,0.0,0.0,0.0,0,0,0.105,0.116
2026/02/03 16:08:18,08176,超人智能,SUPERROBOTICS,,0.08,0.0,0.0,0.08,0.08,0.08,0.08,25000,2000,0.08,0.085
2026/02/03 16:08:18,08178,中国信息科技,CHINA INFO TECH,,0.242,-0.001,-0.41152,0.243,0.242,0.242,0.242,72200,17471,0.241,0.248
2026/02/03 16:08:18,08179,百利达集团控股,PALINDA GROUP,,0.014,0.0,0.0,0.014,0.013,0.014,0.012,35088400,463912,0.013,0.014
2026/02/03 16:08:18,08181,港深智能管理,KS SMART MGMT,,0.061,0.003,5.17242,0.058,0.061,0.061,0.061,40000,2440,0.059,0.067
2026/02/03 16:08:18,08186,曼妠,ALMANA,,1.69,-0.06,-3.42857,1.75,1.73,1.73,1.45,805000,1337450,1.65,1.69
2026/02/03 16:08:18,08187,积木集团,JIMU GROUP,,0.455,-0.035,-7.14285,0.49,0.4,0.48,0.4,700000,294425,0.405,0.435
2026/02/03 16:08:18,08188,骏杰集团控股,GME GROUP,,1.01,0.0,0.0,1.01,1.0,1.01,1.0,56000,56400,1.0,1.02
2026/02/03 16:08:18,08189,泰达生物,TEDA BIOMEDICAL,,0.35,0.0,0.0,0.35,0.35,0.36,0.335,1035000,359375,0.34,0.35
2026/02/03 16:08:18,08191,鸿伟亚洲,HONG WEI ASIA,,0.16,-0.002,-1.23457,0.162,0.154,0.192,0.151,9672000,1681578,0.157,0.16
2026/02/03 16:08:18,08193,亚太金融投资,ASIAPAC FIN INV,,0.55,0.435,378.26088,0.115,0.136,0.55,0.136,4492150,1468411,0.43,0.55
2026/02/03 16:08:18,08195,传承教育集团,LEGENDARY EDU,,1.4,0.01,0.71942,1.39,1.39,1.42,1.38,604000,841060,1.39,1.4
2026/02/03 16:08:18,08196,福田股份,FUTIAN HOLDINGS,,0.58,0.03,5.45454,0.55,0.56,0.58,0.56,1168000,658960,0.53,0.59
2026/02/03 16:08:18,08198,加幂科技,CRYPTO FLOW,,1.99,-0.1,-4.78469,2.09,2.08,2.08,1.99,625398,1257025,1.99,2.02
2026/02/03 16:08:18,08200,修身堂,SAU SAN TONG,,0.61,0.0,0.0,0.61,0.61,0.61,0.61,28000,17080,0.63,0.7
2026/02/03 16:08:18,08201,宝联控股,PPS INT'L,,0.113,0.0,0.0,0.113,0.0,0.0,0.0,0,0,0.108,0.113
2026/02/03 16:08:18,08203,凯顺控股,KAISUN HOLDINGS,,0.247,0.009,3.78151,0.238,0.0,0.0,0.0,0,0,0.247,0.26
2026/02/03 16:08:18,08205,交大慧谷,JIAODA WITHUB,,0.415,-0.01,-2.35294,0.425,0.0,0.0,0.0,0,0,0.36,0.415
2026/02/03 16:08:18,08206,神通机器人教育,S ROBOT EDU,,0.038,0.0,0.0,0.038,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08208,WMCH GLOBAL,WMCH GLOBAL,,0.203,0.001,0.49505,0.202,0.199,0.204,0.185,1794000,359220,0.185,0.203
2026/02/03 16:08:18,08210,衍汇亚洲,DLC ASIA,,0.061,-0.002,-3.1746,0.063,0.061,0.061,0.061,30000,1830,0.06,0.062
2026/02/03 16:08:18,08211,浙江永安,ZHEJIANG YONGAN,,0.047,0.0,0.0,0.047,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08213,荣晖控股,STARGLORY HLDGS,,0.24,0.0,0.0,0.24,0.239,0.24,0.239,20000,4790,0.029,0.24
2026/02/03 16:08:18,08217,菊福堂生物,JU FU TANG BIOT,,0.37,0.0,0.0,0.37,0.37,0.37,0.37,10000,3700,0.37,0.38
2026/02/03 16:08:18,08218,毅高国际控股,ECHO INT HOLD,,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0,0.096,0.12
2026/02/03 16:08:18,08219,恒伟集团控股,HANVEY GROUP,,0.123,0.0,0.0,0.123,0.123,0.123,0.123,20000,2460,0.125,0.136
2026/02/03 16:08:18,08220,比高集团,BINGO GROUP,,3.43,-0.07,-2.0,3.5,3.49,3.49,3.33,184000,626020,3.3,3.43
2026/02/03 16:08:18,08221,高裕金融,GAOYU FINANCE,,1.26,0.0,0.0,1.26,0.0,0.0,0.0,0,0,0.9,1.35
2026/02/03 16:08:18,08222,壹照明,E LIGHTING,,0.032,0.0,1e-05,0.032,0.0,0.0,0.0,0,0,0.031,0.032
2026/02/03 16:08:18,08223,紫元元,ZYY,,0.69,0.03,4.54545,0.66,0.69,0.74,0.66,496000,338000,0.66,0.71
2026/02/03 16:08:18,08225,中国医疗集团,C HEALTH GP,,0.141,-0.003,-2.08333,0.144,0.141,0.141,0.141,40000,5640,0.141,0.144
2026/02/03 16:08:18,08226,树熊金融集团,KOALA FIN GP,,0.116,0.006,5.45454,0.11,0.116,0.116,0.116,80000,9280,0.108,0.117
2026/02/03 16:08:18,08227,海天天线,HAITIAN ANTENNA,,0.2,-0.012,-5.66038,0.212,0.2,0.2,0.2,14000,2800,0.2,0.213
2026/02/03 16:08:18,08229,未来数据集团,FUTURE DATA,,0.71,0.02,2.89855,0.69,0.74,0.74,0.74,5000,3700,0.65,0.71
2026/02/03 16:08:18,08232,一木集团,THAC GROUP,,1.92,0.0,0.0,1.92,1.92,1.92,1.92,5000,9600,1.85,1.98
2026/02/03 16:08:18,08237,华星控股,LINK HOLDINGS,,0.186,0.0,0.0,0.186,0.0,0.0,0.0,0,0,0.186,0.0
2026/02/03 16:08:18,08238,惠陶集团,WINTO GROUP,,0.225,-0.005,-2.17392,0.23,0.23,0.23,0.213,1936420,428815,0.22,0.229
2026/02/03 16:08:18,08239,首都金融控股,CAPITAL FIN,,10.97,-0.41,-3.60281,11.38,11.3,11.3,10.97,405140,4525359,10.67,11.46
2026/02/03 16:08:18,08241,英记茶庄集团,YING KEE TEA,,0.118,0.018,18.0,0.1,0.105,0.118,0.105,1405000,159170,0.117,0.118
2026/02/03 16:08:18,08245,烽翼集团,CANOPY SKYFIRE,,0.103,0.021,25.60976,0.082,0.082,0.184,0.082,34940500,4524865,0.103,0.106
2026/02/03 16:08:18,08246,中华燃气,ZHONGHUA GAS,,0.08,0.0,0.0,0.08,0.08,0.082,0.078,208000,16704,0.077,0.082
2026/02/03 16:08:18,08247,中生北控生物科技,BIOSINO BIO-TEC,,4.57,0.11,2.46637,4.46,4.6,4.7,4.38,394000,1783700,4.52,4.58
2026/02/03 16:08:18,08249,瑞远智控,RUIYUAN IC TECH,,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0,0,0.0,0.18
2026/02/03 16:08:18,08250,都都控股,DU DU HLDGS,,0.146,0.0,0.0,0.146,0.0,0.0,0.0,100000,14300,0.142,0.146
2026/02/03 16:08:18,08257,靖洋集团,GENES TECH,,0.241,-0.001,-0.41323,0.242,0.241,0.242,0.24,1600000,385640,0.24,0.242
2026/02/03 16:08:18,08262,宏强控股,SUPER STRONG,,0.047,0.0,0.0,0.047,0.044,0.047,0.044,280000,12470,0.046,0.047
2026/02/03 16:08:18,08267,蓝港互动,LINEKONG,,0.33,-0.005,-1.49253,0.335,0.315,0.325,0.315,61500,19807,0.33,0.34
2026/02/03 16:08:18,08268,智城发展控股,SMART CITY DEV,,0.32,-0.015,-4.47761,0.335,0.345,0.335,0.32,648000,221680,0.315,0.345
2026/02/03 16:08:18,08269,倍升教育科技,GO UP EDU TECH,,0.455,0.0,0.0,0.455,0.45,0.46,0.44,636000,285930,0.45,0.455
2026/02/03 16:08:18,08270,中国煤层气,CHINA CBM,,0.385,0.0,0.0,0.385,0.0,0.0,0.0,0,0,0.37,0.385
2026/02/03 16:08:18,08271,环球数码创意,GDC,,0.063,-0.002,-3.07692,0.065,0.065,0.065,0.063,184000,11792,0.063,0.067
2026/02/03 16:08:18,08275,中国新消费集团,CHINA NEW CONS,,0.119,0.003,2.58621,0.116,0.11,0.12,0.11,10530000,1249860,0.117,0.123
2026/02/03 16:08:18,08277,骏东控股,STEEDORIENTAL,,0.164,0.049,42.6087,0.115,0.12,0.18,0.12,320000,46468,0.141,0.166
2026/02/03 16:08:18,08279,亚博科技控股,AGTECH HOLDINGS,,0.238,-0.022,-8.46154,0.26,0.265,0.265,0.238,13056000,3167224,0.238,0.24
2026/02/03 16:08:18,08280,中国数字视频,CDV HOLDINGS,,0.061,0.001,1.66667,0.06,0.061,0.061,0.061,4000,244,0.061,0.062
2026/02/03 16:08:18,08281,中国金典集团,CH GOLD CLASSIC,,0.105,0.0,0.0,0.105,0.0,0.0,0.0,0,0,0.095,0.105
2026/02/03 16:08:18,08282,智傲控股,GAMEONE,,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0,0,0.51,0.62
2026/02/03 16:08:18,08283,中食民安,ZHONGSHI MINAN,,0.52,0.0,0.0,0.52,0.52,0.52,0.52,15000,7800,0.485,0.52
2026/02/03 16:08:18,08285,森浩集团,SLING GROUP,,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0,0,0.04,0.044
2026/02/03 16:08:18,08286,长城微光,CCOE,,0.115,0.0,0.0,0.115,0.0,0.0,0.0,0,0,0.0,0.115
2026/02/03 16:08:18,08290,亚势备份,AHSAY BACKUP,,0.024,0.001,4.34783,0.023,0.023,0.036,0.023,33210000,937640,0.023,0.024
2026/02/03 16:08:18,08291,港娱国际,HK ENT INTL,,0.265,0.0,-1e-05,0.265,0.0,0.0,0.0,0,0,0.24,0.325
2026/02/03 16:08:18,08292,VSING,VSING,,0.29,-0.02,-6.45162,0.31,0.315,0.32,0.29,240000,72200,0.29,0.3
2026/02/03 16:08:18,08293,星亚控股,SINGASIA HLDG,,0.425,0.025,6.25,0.4,0.43,0.45,0.415,1982000,849525,0.415,0.435
2026/02/03 16:08:18,08295,金慧科技,KINGWISOFT TECH,,0.03,0.002,7.14286,0.028,0.028,0.03,0.028,1040000,30160,0.028,0.031
2026/02/03 16:08:18,08296,中国生命集团,SINO-LIFE GROUP,,0.34,0.0,0.0,0.34,0.0,0.0,0.0,0,0,0.3,0.45
2026/02/03 16:08:18,08297,海纳星空科技,OCEAN STAR TECH,,0.039,0.0,0.0,0.039,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:18,08299,大唐黄金,GT GOLD,,0.67,0.01,1.51515,0.66,0.68,0.7,0.64,65791466,43684964,0.67,0.68
2026/02/03 16:08:18,08300,今米房集团,JIN MI FANG GP,,0.062,-0.001,-1.5873,0.063,0.063,0.063,0.063,20000,1260,0.058,0.062
2026/02/03 16:08:18,08305,圣唐控股,ST HLDGS,,0.2,-0.007,-3.38164,0.207,0.215,0.215,0.19,7640000,1514300,0.2,0.203
2026/02/03 16:08:18,08307,密迪斯肌,MEDICSKIN,,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.19,0.21
2026/02/03 16:08:18,08308,古兜控股,GUDOU HLDGS,,0.073,0.005,7.35294,0.068,0.072,0.073,0.072,700000,50900,0.067,0.073
2026/02/03 16:08:18,08309,万成环球控股,MANSHING GLOBAL,,0.065,0.0,0.0,0.065,0.066,0.077,0.063,3860000,267170,0.065,0.066
2026/02/03 16:08:18,08310,盐城港,YANCHENG PORT,,0.239,0.0,0.0,0.239,0.0,0.0,0.0,0,0,0.228,0.0
2026/02/03 16:08:18,08311,圆美光电,PERFECT OPT,,0.117,0.004,3.53982,0.113,0.112,0.112,0.112,60000,6720,0.117,0.112
2026/02/03 16:08:18,08313,杰地集团,ZACD,,0.032,0.006,23.07693,0.026,0.027,0.032,0.027,760000,21660,0.029,0.032
2026/02/03 16:08:18,08315,新都酒店,CEN PLAZA HOTEL,,0.101,-0.008,-7.33945,0.109,0.1,0.101,0.1,80000,8040,0.101,0.13
